slope_id,lat,lon,name,slope_angle_deg,slope_aspect,curvature,twi,elevation_m,ndvi,geology,texture_class,soil_depth_m,cohesion_kpa,friction_angle_deg,unit_weight,distance_to_stream_m,previous_landslide,reactivation_count,susceptibility
SU_0010,10.041168988591604,75.77735457937897,Slope Unit 11,23.038815381119562,132.40192777893117,0.579297789503702,9.588066252767426,1131.531078767101,0.6914127176786182,basalt,clay_loam,1.4605045784480497,9.26120844071848,31.274398951547816,19.468859924298894,724.0881254198225,False,3,0.4026
SU_0011,11.93981970432399,75.54269806354779,Slope Unit 12,17.254957926430198,227.6300990136886,-0.41034115917585523,8.549747515444356,1217.5811193515283,0.11629035501507812,sandstone,silty_clay,2.342751764607548,9.570812020424558,27.46501136730472,17.4165866831725,544.3359974040123,False,0,0.4543
SU_0012,11.664885281600844,76.65747501830386,Slope Unit 13,51.83639435541579,228.0706958739221,0.4816880646221609,8.913768140803924,929.4000936416849,0.6701279378122551,sandstone,silt_loam,2.788135854172766,5.778505492757864,30.596214667425123,17.58865533001633,487.08709444388376,False,0,0.5907
SU_0013,10.424678221356553,75.71350665338718,Slope Unit 14,46.365417080398764,192.87888626691304,0.20639046346824916,9.570548686052707,671.5964842517362,0.29729834234138,schist,sandy_clay_loam,2.8967560185196155,4.410848323296318,29.361906543737152,16.419476666129924,841.8109075285723,False,0,0.6298
SU_0014,10.363649934414202,75.56186901937477,Slope Unit 15,38.503169042969056,32.50431721958699,0.411030079997245,10.230037392722965,833.9590179768924,0.18271537933515938,schist,clay_loam,0.6446597443942685,4.050453285065249,31.356257695186457,18.949620824375277,220.97600894646993,False,0,0.688
SU_0015,10.366809019706867,76.0853921663165,Slope Unit 16,49.215726558447294,300.7088984121257,0.9483964913269737,6.365966097960751,1436.7691656965537,0.5877160157549055,basalt,sandy_loam,1.4863044965203247,4.5144243951179845,28.4048078225645,16.72913551390383,968.6341851741496,False,0,0.4866
SU_0016,10.608484485919075,75.28184844994952,Slope Unit 17,46.165243460460154,115.4808233898249,-0.12269405800143525,6.629080668479608,321.5902329446338,0.5402599927459188,shale,sandy_loam,0.766890164839711,4.747317970259088,33.16268117915091,18.255860368075346,716.7334292600133,False,2,0.6107
SU_0017,11.049512863264475,76.60439396150808,Slope Unit 18,18.395652649871614,67.14666374394753,-0.3768680821787448,4.6578735788860826,474.1089607603744,0.7142304094689371,basalt,clay_loam,1.339150161992408,4.072276490080565,24.881076357588775,19.362839943511723,215.51678879155335,False,0,0.3556
SU_0018,10.863890037284232,75.14910128735954,Slope Unit 19,50.165154932049,14.67905095971501,-0.44475721481276165,8.047960986973218,369.00396303262914,0.6145497306627201,schist,sandy_clay_loam,0.9241997597389138,10.782206674791922,33.14402345963326,16.356817314848225,741.5222400245184,False,0,0.6
SU_0019,10.582458280396084,76.97377387320104,Slope Unit 20,34.270400886204285,212.72145954776704,-0.40790514248271914,4.251595916577195,361.0932034784552,0.6624366512693941,sandstone,clay_loam,2.1171209041718098,9.569991321722288,28.58657942972045,18.141342256062096,539.2432227174943,False,0,0.4771
SU_0020,11.22370578944476,76.54448953859331,Slope Unit 21,46.334806982382815,243.92317026322166,-0.03855085470705206,7.259186126927221,1583.1908760165109,0.29742420079991455,colluvium,silty_clay,1.4706709599746803,2.468964677912199,35.989081677670676,16.932865646199204,713.0854937315556,False,1,0.6337
SU_0021,10.278987721304084,75.39743136306835,Slope Unit 22,50.324108496557194,5.971618414028215,0.17057598740832175,7.798512442953037,1355.4867890700355,0.22420768064580598,basalt,silty_clay,1.073486864262374,4.686724820253073,30.243776877827372,17.37170745711304,772.4239114139821,False,0,0.5628
SU_0022,10.584289297070436,75.01104423424721,Slope Unit 23,24.310156373733875,184.35350098774114,0.13834539966500953,6.005788764897991,1011.2607436309878,0.625430326148601,sandstone,sandy_loam,1.1648448124105975,2.2218474203030163,37.56976558832167,17.895879765722224,105.54437599788193,False,0,0.4665
SU_0023,10.732723686587384,76.63092285690966,Slope Unit 24,14.952336603745454,81.53847907125767,0.4135916245180119,8.135832823983076,446.75124097650223,0.6647843174870849,colluvium,silt_loam,1.4008627380131706,6.981651866458929,31.63096632865536,17.42041721311722,515.9818772321601,True,2,0.5183
SU_0024,10.912139968434072,76.41371468769523,Slope Unit 25,20.257082314387375,232.26220454740195,0.00650094593895351,4.2135017495733464,1037.4238126752484,0.7933535994004713,colluvium,sandy_clay_loam,1.1498746571356566,6.7621069678901415,25.58158505450113,18.595291361166304,933.3740554117954,False,1,0.3721
SU_0025,11.570351922786028,76.45801433608197,Slope Unit 26,29.219850488181535,62.771914441796916,0.7267670385786584,4.261437321244501,1010.2076561708485,0.38883237383799857,schist,sandy_loam,1.6331021170720776,10.313714900625012,35.14865018951119,17.918328407017,334.229348316324,False,0,0.5247
SU_0026,10.39934756431672,76.54254069337189,Slope Unit 27,46.81066446651219,248.73758571688774,-0.13232841661897804,9.758203924617607,559.8028048650227,0.36041266005494826,basalt,silt_loam,0.5807898777741262,5.077772397710494,27.521322045158186,18.336797938856677,602.0054356067409,False,0,0.5812
SU_0027,11.028468876827223,75.14808930346818,Slope Unit 28,48.732876246535454,139.22472466819346,1.3600845832948094,6.52133448987884,950.7774738569595,0.6434890725193978,alluvium,silt_loam,1.1994087679223644,10.163857352130623,27.561907431722936,18.94728990157965,381.8458718796982,False,1,0.6202
SU_0028,11.184829137724085,75.71693145708855,Slope Unit 29,10.312845873903582,337.22279594522445,0.3128336738825031,4.889423588563194,897.7571015960601,0.33856247817711255,granite,silty_clay,1.5280168021804656,11.679737654398231,22.508874903762642,18.23096906380175,465.18261277471765,False,0,0.3126
SU_0029,10.092900825439996,75.23173811905026,Slope Unit 30,32.983628615990455,49.507539892557574,-0.4285787782081413,7.655702820383631,1223.7751470783246,0.7515301279224954,schist,loam,2.0069547050582464,2.884082233656466,30.779444947318538,18.346141738643038,557.6310555793901,False,0,0.5386
SU_0030,11.215089703802876,76.72620685175119,Slope Unit 31,28.783495141695056,122.78388637809306,-0.5354462490305562,9.389954871690275,1252.6404763014657,0.7008889262901083,schist,loam,1.1773941062878248,9.91817839469633,30.55077605972037,18.257834170090565,557.9435402911978,True,0,0.5768
SU_0031,10.341048247374584,76.24659625365511,Slope Unit 32,19.994851471182862,40.85046764661207,0.24123620762159265,5.510747192477902,367.95601465806675,0.4002958191625129,alluvium,clay_loam,0.8329628130593743,7.8995589713763605,27.695863748351776,17.51509050380516,217.6958530836311,False,0,0.4871
SU_0032,10.130103185970558,75.6617960497053,Slope Unit 33,15.393941530015725,332.8897025802826,-0.11173139266292542,8.360233330733001,861.9189219397068,0.6256097474540482,granite,silty_clay,0.6905009489979079,6.800459670184751,36.30747620633481,17.349787335487672,690.8801169222367,False,1,0.3352
SU_0033,11.897771074506666,75.12711670057205,Slope Unit 34,25.192682713163258,315.8421672171532,0.35700024704604594,4.5974322549563755,1238.7898735713545,0.6281800118592777,sandstone,silt_loam,2.8513295678384587,6.205357786650751,24.0599743727943,19.598589588580047,106.11074901780367,False,2,0.4556
SU_0034,11.931264066149119,75.62196464343133,Slope Unit 35,52.43093667606336,92.85898597745602,0.23661881228677242,4.361772048180254,1054.7043878701315,0.17218670818515283,shale,sandy_clay_loam,1.541597644346198,9.846682639443095,27.281592212962487,18.43022088917429,156.04827797317998,False,0,0.6867
SU_0035,11.616794696232922,75.65036664405349,Slope Unit 36,24.544131940933987,237.59425657230446,-0.03641445632843639,7.719482420977036,1584.7347617824835,0.7317870346756967,basalt,loam,1.9529065529520657,8.393613569742424,27.145324234880462,16.97741262185862,22.65668142604308,False,0,0.4574
SU_0036,10.609227538346742,76.45921235667613,Slope Unit 37,33.34557797845147,294.1999920724377,-0.4233968590342025,7.784445851270745,1288.0404474284176,0.45367666071350005,shale,silt_loam,2.7979413795888988,10.05044667519362,23.47664937965994,17.992990791395762,134.3621428588477,False,0,0.6453
SU_0037,10.195344228012768,76.27511494271043,Slope Unit 38,41.635853150283005,199.87229217580645,-0.7574236123429323,8.462009310487446,544.4016406221446,0.6785202262754192,sandstone,loam,0.7068710500882653,11.031510586766263,29.69832630490069,17.321393925123655,483.7028770308544,False,0,0.5595
SU_0038,11.368466053024314,76.77442548515265,Slope Unit 39,26.363332107068228,190.67420820816233,-0.22325747603351054,9.08263933605863,405.8531211006448,0.32403472072142825,schist,loam,2.691653714814482,8.17263712097292,33.00455547353733,19.734767295039497,613.9798434347218,False,1,0.5406
SU_0039,10.880304987479203,75.9444298503239,Slope Unit 40,53.73019372244323,87.0668247241626,0.42819939716173616,10.830964556237742,1263.6289173094733,0.7268662599473404,granite,loam,1.878969681360175,11.80462725092378,30.186512216756178,16.030137452536298,798.4036609671332,True,0,0.5829
SU_0040,10.244076469689558,75.2391884918766,Slope Unit 41,53.310128272395005,33.51699641012372,0.10704687206510198,7.614102438108367,339.7669658124327,0.3724411751139142,schist,sandy_clay_loam,0.9120856528425023,8.080878495418853,24.5116429234591,16.90133119085011,124.56526511116734,False,0,0.6805
SU_0041,10.990353820222541,76.426489574446,Slope Unit 42,21.330203312141386,322.99767286319764,-0.622869389355994,6.260695310588722,1178.6633719101949,0.10758635603620886,colluvium,silty_clay,1.5281377914634227,8.366443216222827,28.03657544387316,17.46142727869623,853.7129108161256,False,0,0.4828
SU_0042,10.068777042230437,76.52157009723379,Slope Unit 43,32.376182765157346,324.150500578799,0.086590462925591,9.566303363380925,1710.3453621374365,0.7337673834934846,schist,sandy_clay_loam,2.444005709338064,7.5481560854222565,22.041520390138345,17.95123920323495,751.0550350377438,False,0,0.5401
SU_0043,11.818640804157564,76.12255439513899,Slope Unit 44,23.539523941754634,227.91652461837646,0.1926586898644184,5.895825758834519,1163.2112668138184,0.1639006737502935,schist,sandy_loam,1.7009252046658867,2.910020910513303,35.89281771256939,19.403270071344586,420.34792707719856,False,0,0.5136
SU_0044,10.517559963200034,76.54193435990912,Slope Unit 45,22.817822246986044,122.05072477753224,-0.4419287181005665,7.072799944939453,882.2548893097828,0.32351954631329044,sandstone,silt_loam,2.9632151266637607,9.263970326502282,23.35227212289091,16.351550498160577,934.2793057579555,True,1,0.4752
SU_0045,11.325044568707964,75.98759119272879,Slope Unit 46,11.659912630953976,125.71544686055792,0.07686255297276395,4.549194669395861,1264.9323276635298,0.7650433769355636,sandstone,silty_clay,1.4418474248448518,7.474463068991115,31.55644931608689,19.223459546964573,991.1108869282427,False,0,0.2612
SU_0046,10.623422152178822,76.04546565876399,Slope Unit 47,37.43039502909536,261.3440443932862,0.029104359222999948,4.1774552039082025,987.3793357372749,0.7654250028562893,sandstone,silty_clay,2.37394574994018,6.509104474161044,37.780111933869044,16.222613957427903,220.9017738521725,False,1,0.5109
SU_0047,11.040136042355622,75.85508203671709,Slope Unit 48,32.62055604529877,322.95969358292774,-0.5714851489153115,10.738538902745475,1118.4251839739024,0.5014065216863003,shale,silty_clay,1.4824736224471478,11.10471278403273,30.58545033579732,19.369256141192725,391.6440132645244,False,0,0.6459
SU_0048,11.09342055868656,75.0508382534882,Slope Unit 49,12.316543806249522,319.35111273544226,0.17889368017414164,9.85186084358544,1712.1972131647879,0.5422860485188595,colluvium,silty_clay,2.5729105517662862,4.979594515419505,36.78466814571893,16.20654191149805,927.9204351179169,False,0,0.42
SU_0049,10.369708911051054,75.21578285398661,Slope Unit 50,22.539090890647515,280.7551965087446,0.2803922631841172,8.871819442655886,879.1539567011614,0.4139118653848239,sandstone,sandy_clay_loam,1.9227036729143692,7.236022760150112,25.77786452987847,16.072969925713444,727.1646197362517,False,0,0.4471
